scenario,episode,original_mc_run,phase,phase_legacy,type,location,severity,action,recovery_plan,plan_length,plan_actions,applied,rejected_plan,rejected_reward,att_disrupted,att_recovered,improvement_att,CEF_disrupted,CEF_recovered,improvement_CEF,CEF2_disrupted,CEF2_recovered,improvement_CEF2,exposure_disrupted,exposure_recovered,improvement_exposure,dun_disrupted,dun_recovered,improvement_dun,cost_disrupted,cost_recovered,improvement_cost,energy_disrupted,energy_recovered,improvement_energy,reward,changed_routes,short_turn_routes_count,selected_routes_count,critical_routes_count,donor_routes_count,transfer_hubs_count,repaired_routes_count,failed_routes_count,inserted_existing_nodes_count,frequency_increase,frequency_increase_critical,frequency_reduction_donor,old_headway_min,new_headway_min,coverage_floor_percent,coverage_gap_before,coverage_gap_after,coverage_floor_reached,applied_for_coverage,att_delta_min,demand_share,critical_demand_share,donor_demand_share,assumed_affected_transfer_share,additional_vkm,additional_vh,additional_cost,additional_energy
S2_energy,2,2,calibration,train,combined_disruption,peripheral_area + central_area,mild,greedy:continuity_repair,greedy:continuity_repair,1,"[""continuity_repair""]",True,,,18.010292160551884,18.243116481648904,-0.012927292851305174,0.9578497749858651,1.227336037311972,0.2813450181476356,0.9574362151361573,1.2186511731584195,0.27282753032808016,58.92583961871307,43.26076890385305,0.2658438270243207,13.556348936935327,7.043067559522103,0.4804598500461494,30498.358303205372,34972.853247211795,-0.14671264923581656,22203.005598008054,25846.816767617693,-0.16411341939834234,0.2774713799011173,5.0,,,,,,15.0,0.0,13.0,,,,,,7.043067559522101,6.513281377413226,1.7763568394002505e-15,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,3,3,calibration,train,combined_disruption,central + any_road,moderate,greedy:redundancy_restoration,greedy:redundancy_restoration,1,"[""redundancy_restoration""]",True,,,18.39129455651576,18.174036600197432,0.01181308665633635,0.9319732944936268,1.3839673261575376,0.48498603375700244,0.9288423510070005,1.3318773357030187,0.4339110767926005,43.98910569257337,42.32608457041522,0.03780529510603156,23.565213398864657,0.0,1.0,30455.132005219653,37475.25598396318,-0.2305070940930533,21952.140190229475,27495.517612744763,-0.2525210468992245,0.4941096871758095,5.0,,,,,,15.0,0.0,10.0,,,,,,0.0,23.565213398864657,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,4,4,calibration,train,demand_surge,peripheral_area,mild,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.891242908640876,17.238251517044638,0.03649782158403679,1.204402274955368,1.2420226997461263,0.031235763642303356,1.188806649266686,1.221099573812223,0.02716415202207765,66.9819610039053,63.521001166630036,0.05167002854803661,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,23460.976247844537,24903.438981045212,-0.0614834914780326,0.014268415061520573,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S2_energy,5,5,calibration,train,area_closure,central_area,moderate,greedy:budget_neutral_reconfiguration,greedy:budget_neutral_reconfiguration,1,"[""budget_neutral_reconfiguration""]",True,,,16.239776155728062,15.356881587387225,0.05436617844202397,0.6929092007695837,0.8132405287795841,0.1736610336193453,0.6897618363079218,0.7872765809350369,0.14137451435278145,26.147292971639974,28.03757472147409,-0.07229359275869837,45.71675247317972,41.41170085405549,0.09416792283419165,25788.25743625848,25756.78812443636,0.0012202961716161708,17570.246713587716,18299.745460254537,-0.041518981409787076,0.20147008156013171,8.0,,,,,,14.0,1.0,2.0,,,,,,39.68529414755372,6.031458325625998,1.7264067065017699,False,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,6,6,calibration,train,area_closure,peripheral_area,moderate,greedy:continuity_repair+redundant_overlay_line,greedy:continuity_repair+redundant_overlay_line,2,"[""continuity_repair"", ""redundant_overlay_line""]",True,,,18.077937927026785,17.623686627181367,0.02512738464304077,0.9984397754574745,1.2215071051304498,0.22341590865685232,0.9984397754574745,1.2075287425101608,0.20941570257142847,64.54344845793112,56.706498634445275,0.12142130627857456,7.423918837194455,2.7934794851137674,0.6237190160110316,29517.83133006251,34857.309061330685,-0.18088990588648604,21137.16537189376,25317.598865596032,-0.19777644826779964,0.2103971295716584,,,,,,,,,,,,,,,2.793479485113767,4.630439352080687,4.440892098500626e-16,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,7,7,calibration,train,combined_disruption,any_road + central_area,mild,greedy:redundancy_restoration,greedy:redundancy_restoration,1,"[""redundancy_restoration""]",True,,,15.466661500502484,19.42390926739872,-0.25585662211380733,0.5047467332637687,1.4395600879527304,1.8520443879731863,0.5044897512547362,1.3821156803769665,1.7396308387622397,29.9303408152511,41.39094107350454,-0.3829091131636449,54.04875065439719,0.0,1.0,29292.26747626738,38143.571202064064,-0.3021720231446069,21217.826046401064,27455.108376696106,-0.2939642504682048,1.0342368268618212,11.0,,,,,,15.0,0.0,22.0,,,,,,0.0,54.04875065439719,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,8,8,calibration,train,combined_disruption,peripheral_area + central_area,moderate,greedy:continuity_repair,greedy:continuity_repair,1,"[""continuity_repair""]",True,,,17.525418480749025,17.97500006944896,-0.025653115741217977,0.9078484874312134,1.3385085911635481,0.47437442447131395,0.9044894718246926,1.3149629699683771,0.4538178839335812,39.224902350071034,47.19736603345114,-0.20325005814490366,26.300215817432353,0.0,1.0,30009.413524300184,35669.13091483891,-0.18859806726831768,22113.20198805027,27091.315905058364,-0.22511954260166442,0.46918725219422175,6.0,,,,,,15.0,0.0,21.0,,,,,,0.0,26.300215817432353,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,9,9,calibration,train,combined_disruption,central + central_area,mild,greedy:redundancy_restoration,greedy:redundancy_restoration,1,"[""redundancy_restoration""]",True,,,14.709462038418486,17.834801180609503,-0.2124713421896864,0.9408930093864697,1.2887445326517024,0.36970358988218766,0.9265411119114234,1.258393755317198,0.3581628911437871,47.08615628718084,58.80900693072222,-0.24896597148518815,24.606541331300967,0.0,1.0,31012.613342295343,34501.492536903825,-0.11249871644484441,22561.661793443007,24909.18684615574,-0.10404929717521882,0.29525025060192,3.0,,,,,,15.0,0.0,5.0,,,,,,0.0,24.606541331300967,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,10,10,calibration,train,demand_surge,peripheral_area,severe,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,18.06585444962578,17.435581069770638,0.03488754886255578,1.215509859906349,1.2461330658610317,0.02519371250270411,1.198957982647875,1.2253790447946478,0.022036687297767078,65.17309386617784,62.38766724117859,0.04273890435090682,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,23460.976247844537,24903.438981045212,-0.0614834914780326,0.0021838638137216676,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S2_energy,11,11,calibration,train,combined_disruption,central_area + central_area,moderate,greedy:continuity_repair+redundant_overlay_line,greedy:continuity_repair+redundant_overlay_line,2,"[""continuity_repair"", ""redundant_overlay_line""]",True,,,17.073833376077573,18.72686655765358,-0.09681675726624452,0.8910701548241601,1.314294760186119,0.4749621599047678,0.8772280003659938,1.2948918455424825,0.4761177766809,43.78320582762814,35.80803773288961,0.18215130536891902,28.3438160140747,0.0,1.0,30055.972131119102,36631.39258418567,-0.21877250964904119,21944.675495878648,27277.388760278507,-0.2430071597732843,0.3862800908257443,,,,,,,,,,,,,,,0.0,28.3438160140747,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,12,12,calibration,train,area_closure,peripheral_area,mild,greedy:continuity_repair+redundant_overlay_line,greedy:continuity_repair+redundant_overlay_line,2,"[""continuity_repair"", ""redundant_overlay_line""]",True,,,17.463816978078835,17.29079981705602,0.009907179011323416,1.1086996377365073,1.1819277344863326,0.06604863414524599,1.09463719520162,1.161378848295328,0.06097148295916883,63.499973815210026,56.934751090255745,0.10338937688477796,6.902181515833906,6.380451368388431,0.07558916644666668,30468.91626036924,32489.85003265884,-0.06632772084900898,22909.82450815385,25073.303880988256,-0.09443456767049435,0.03508645750014254,,,,,,,,,,,,,,,4.923924217630755,1.9782572982031512,1.456527150757676,False,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,13,13,calibration,train,combined_disruption,peripheral + peripheral_area,mild,greedy:continuity_repair,greedy:continuity_repair,1,"[""continuity_repair""]",True,,,17.90365960379329,18.511468673080234,-0.033948873176641824,0.7481138509589689,1.3522816427625546,0.8075880309248838,0.7469138529009871,1.3174163443967641,0.7638129742539457,61.93397349709583,45.159519824355,0.2708441381292515,28.099987459924044,4.692448667275024,0.8330088697026163,28951.97535381427,37038.047792847865,-0.2792925988716103,22029.308251521394,30663.703143671803,-0.3919503414980858,0.5846270418518957,12.0,,,,,,15.0,0.0,17.0,,,,,,4.692448667275026,23.407538792649017,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,14,14,calibration,train,demand_surge,central_area,mild,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.66413813118502,16.981599042044824,0.03863981837501669,1.189955431441271,1.2366766397060975,0.039262990050171795,1.1756035339662247,1.2155335711321589,0.03396556408028059,69.33462547524401,64.99504777014255,0.06258889660622616,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,23460.976247844537,24903.438981045212,-0.0614834914780326,0.029985928957254063,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S2_energy,15,15,calibration,train,link_failure,any_road,mild,greedy:continuity_repair+redundant_overlay_line,greedy:continuity_repair+redundant_overlay_line,2,"[""continuity_repair"", ""redundant_overlay_line""]",True,,,17.38693880322794,17.968918510394797,-0.033472235322920034,1.0074463530698285,1.2821032476542644,0.27262681903360736,0.9924291210566696,1.2625734479381017,0.2722051591894051,50.67388171218398,53.78257585159756,-0.06134706942464461,18.500013271742887,0.0,1.0,31892.23226243235,33860.43191425305,-0.06171407619337936,23266.78617364852,24871.145988979566,-0.06895493874216756,0.356636969206237,,,,,,,,,,,,,,,0.0,18.500013271742887,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,16,16,calibration,train,area_closure,central_area,mild,greedy:redundancy_restoration+suspend_low_value_segment,greedy:redundancy_restoration+suspend_low_value_segment,2,"[""redundancy_restoration"", ""suspend_low_value_segment""]",True,,,14.883881580610439,18.457818519869218,-0.24012129630987025,0.7695300830529332,1.3321222665361052,0.731085367385791,0.7544340896079419,1.2954498845864846,0.7171147253694399,31.93836902216489,56.6870270085889,-0.7748879715569917,41.149460400097695,0.0,1.0,29841.903613322782,35225.1949218512,-0.1803936966717188,22061.720446384163,25480.627721176807,-0.15497011137918715,0.5805150658890499,,,,,,,,,,,,,,,0.0,41.149460400097695,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,17,17,calibration,train,area_closure,peripheral_area,severe,greedy:coverage_restoration+redundant_overlay_line,greedy:coverage_restoration+redundant_overlay_line,2,"[""coverage_restoration"", ""redundant_overlay_line""]",True,,,16.55300217268663,17.359281657157826,-0.048708957810783306,0.7604853515269494,0.9522014703263251,0.25209705672099564,0.7604853515269494,0.9286455550024281,0.22112221246318056,58.489116094750194,47.6412884638424,0.18546745711346904,29.597830321125972,20.945672658559673,0.292324051077172,26975.372881197396,30459.19173451098,-0.12914812590938843,19625.77167299609,23270.579472166464,-0.18571538790423298,0.10157034274691998,,,,,,,,,,,,,,,20.815236534740755,8.782593786385217,0.13043612381891734,False,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,18,18,calibration,train,link_failure,any_road,moderate,greedy:continuity_repair+redundant_overlay_line,greedy:continuity_repair+redundant_overlay_line,2,"[""continuity_repair"", ""redundant_overlay_line""]",True,,,17.813911550816293,17.655174448308212,0.008910850492058649,1.1373164822304134,1.232587605061021,0.0837683479657039,1.1220438935995634,1.2135367724771702,0.0815412653635981,72.24999802717345,63.96738307773873,0.11463827232659023,2.4673891755665065,0.0,1.0,31603.454341740726,34253.12130150672,-0.0838410551933371,23001.102344611085,25088.12821306008,-0.09073590635702573,0.07687534471100954,,,,,,,,,,,,,,,0.0,2.4673891755665065,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,19,19,calibration,train,node_removal,central,mild,greedy:redundancy_restoration,greedy:redundancy_restoration,1,"[""redundancy_restoration""]",True,,,14.83179427293896,17.81134697497724,-0.20088956516033668,0.9264960797388824,1.3703334661828963,0.4790493949732655,0.9114788477257236,1.3414190278314657,0.4716951810549497,45.74999336412856,47.326080983457686,-0.034450007605135544,26.054325189265814,0.0,1.0,30714.726515106115,36401.77932829574,-0.18515720172187183,22375.02863025917,26520.24238364361,-0.18526071281887008,0.38990300254556903,4.0,,,,,,15.0,0.0,14.0,,,,,,0.0,26.054325189265814,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,20,20,calibration,train,link_failure,any_road,mild,greedy:continuity_repair+redundant_overlay_line,greedy:continuity_repair+redundant_overlay_line,2,"[""continuity_repair"", ""redundant_overlay_line""]",True,,,17.813911550816293,17.655174448308212,0.008910850492058649,1.1373164822304134,1.232587605061021,0.0837683479657039,1.1220438935995634,1.2135367724771702,0.0815412653635981,72.24999802717345,63.96738307773873,0.11463827232659023,2.4673891755665065,0.0,1.0,31603.454341740726,34253.12130150672,-0.0838410551933371,23001.102344611085,25088.12821306008,-0.09073590635702573,0.07687534471100954,,,,,,,,,,,,,,,0.0,2.4673891755665065,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,21,21,calibration,train,link_failure,any_road,moderate,greedy:continuity_repair,greedy:continuity_repair,1,"[""continuity_repair""]",True,,,18.0234390353426,18.114531180614996,-0.005054093455403817,0.8927332273030507,1.205259138583243,0.35007760630164264,0.8898820348953121,1.1828757345605454,0.3292500445856307,68.3695341044336,67.6086758459302,0.011128615522539659,16.923911304583633,0.0,1.0,31099.72316345612,37749.55467142345,-0.21382285215262772,22988.41308278418,30387.51003273517,-0.32186201471610526,0.18818125048964884,8.0,,,,,,15.0,0.0,10.0,,,,,,0.0,16.923911304583633,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,22,22,calibration,train,demand_surge,central_area,mild,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.66413813118502,16.981599042044824,0.03863981837501669,1.189955431441271,1.2366766397060975,0.039262990050171795,1.1756035339662247,1.2155335711321589,0.03396556408028059,69.33462547524401,64.99504777014255,0.06258889660622616,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,23460.976247844537,24903.438981045212,-0.0614834914780326,0.029985928957254063,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S2_energy,23,23,calibration,train,combined_disruption,central + peripheral_area,severe,greedy:continuity_repair+redundant_overlay_line+suspend_low_value_segment,greedy:continuity_repair+redundant_overlay_line+suspend_low_value_segment,3,"[""continuity_repair"", ""redundant_overlay_line"", ""suspend_low_value_segment""]",True,,,10.837826350563805,18.755574562814637,-0.7305660707360323,0.3082556641954037,1.3250408875674802,3.298512700572908,0.3082556641954037,1.2351659037922158,3.0069528228011486,27.69130755972851,34.95155388843705,-0.26218503091804585,70.30586091230599,15.151871524752739,0.7844863667390122,24552.489873278995,31956.71937256193,-0.30156735783205096,17957.27964191849,24273.907007642898,-0.35175858992467995,0.9182891981527311,,,,,,,,,,,,,,,14.248417691395927,56.05744322091006,0.9034538333568118,False,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,24,24,calibration,train,combined_disruption,central + any_road,moderate,greedy:continuity_repair,greedy:continuity_repair,1,"[""continuity_repair""]",True,,,14.66006374059117,19.0160460744443,-0.29713256442345287,0.9050409281721056,1.3618389928535812,0.5047264167423481,0.8900236961589467,1.3432249358133979,0.5092013185832248,44.03260113964814,39.9021621462632,0.0938041107379819,28.09780772329348,0.0,1.0,30678.96174865807,37251.91824024147,-0.2142496393924059,22488.565480587094,27794.852906762204,-0.23595490920733383,0.29351320655377966,6.0,,,,,,15.0,0.0,30.0,,,,,,0.0,28.09780772329348,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,25,25,calibration,train,link_failure,any_road,moderate,greedy:continuity_repair+suspend_low_value_segment+redundant_overlay_line,greedy:continuity_repair+suspend_low_value_segment+redundant_overlay_line,3,"[""continuity_repair"", ""suspend_low_value_segment"", ""redundant_overlay_line""]",True,,,14.952818027427506,18.21548660609718,-0.2181975713664848,0.89607861086055,1.2934698323097868,0.4434780795265293,0.8810613788473912,1.2791663937072157,0.4518470840029641,43.20651764532021,43.93477763374151,-0.01685532711521775,28.923891217621424,0.0,1.0,30955.710283597644,33017.156821786455,-0.06659341747622893,22871.98598459646,24198.10657107968,-0.057980124129855544,0.428447599091521,,,,,,,,,,,,,,,0.0,28.923891217621424,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,26,26,calibration,train,link_failure,any_road,mild,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.78562822086469,17.11889572313423,0.037487149143728485,1.1976837951233477,1.2395365236811162,0.03494472307981608,1.1826665631101887,1.2185111137991766,0.030308247317590162,68.07606358671367,64.2065040148816,0.05684170570325526,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,23460.976247844537,24903.438981045212,-0.0614834914780326,0.021577817978147742,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S2_energy,27,27,calibration,train,link_failure,any_road,moderate,greedy:continuity_repair+redundant_overlay_line,greedy:continuity_repair+redundant_overlay_line,2,"[""continuity_repair"", ""redundant_overlay_line""]",True,,,18.030371665795506,17.53698060775013,0.02736444190894647,1.188691757799511,1.2544807785154077,0.05534573642344785,1.1736745257863521,1.233157228921882,0.05068074822163915,68.41301520367826,62.74997686412391,0.0827772072710789,0.29347769163499987,0.0,1.0,31974.156076459396,34523.671694914985,-0.07973676028724462,23419.579557089088,25401.53915357248,-0.08462831673182006,0.04848762767313494,,,,,,,,,,,,,,,0.0,0.29347769163499987,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,28,28,calibration,train,node_removal,peripheral,moderate,greedy:coverage_restoration+redundant_overlay_line,greedy:coverage_restoration+redundant_overlay_line,2,"[""coverage_restoration"", ""redundant_overlay_line""]",True,,,16.84488231350547,16.44937290772685,0.023479499495316553,0.9048325204483518,0.9446475666473236,0.044002669332931496,0.9011277417457046,0.9348857125326666,0.03746191491293402,66.09779194068035,62.1304160368567,0.0600228205411791,18.36959149575412,18.36959149575412,0.0,29615.311522479627,30726.89025111181,-0.037533919836988186,21644.96927171944,22678.294636667717,-0.04773974737392594,0.039980469358702954,,,,,,,,,,,,,,,18.369591495754115,3.552713678800501e-15,3.552713678800501e-15,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,29,29,calibration,train,demand_surge,peripheral_area,mild,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.891242908640876,17.238251517044638,0.03649782158403679,1.204402274955368,1.2420226997461263,0.031235763642303356,1.188806649266686,1.221099573812223,0.02716415202207765,66.9819610039053,63.521001166630036,0.05167002854803661,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,23460.976247844537,24903.438981045212,-0.0614834914780326,0.014268415061520573,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S2_energy,30,30,calibration,train,combined_disruption,central + peripheral_area,moderate,greedy:redundancy_restoration,greedy:redundancy_restoration,1,"[""redundancy_restoration""]",True,,,15.00922624787708,18.076550848985622,-0.20436260673613252,0.8177726496071578,1.320125884293978,0.6142944923972953,0.8173392109975682,1.293083454959218,0.5820646281988608,44.975494484561416,47.81708804761603,-0.06318092987349011,28.132814597867327,1.8181801197600316,0.9353715529089697,28284.950212355816,37894.211683248424,-0.339730542169912,20545.76112413372,27966.635877672634,-0.36118762934618714,0.33293332157541256,9.0,,,,,,15.0,0.0,18.0,,,,,,1.8181801197600302,26.314634478107298,1.3322676295501878e-15,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,31,31,calibration,train,combined_disruption,central_area + peripheral_area,mild,greedy:budget_neutral_reconfiguration,greedy:budget_neutral_reconfiguration,1,"[""budget_neutral_reconfiguration""]",True,,,17.42835821179036,17.494043712502755,-0.0037688863124214363,0.6228191179405163,1.1552175561973672,0.8548203208940335,0.6228191179405163,1.1252897642061193,0.8067681800249308,51.107903477655306,35.849150008126855,0.2985595657665682,41.06373873521677,17.58130022513646,0.5718533975071657,25102.71648630459,32547.70794768673,-0.29658110768386114,16804.52497665688,23611.17155833009,-0.40504843731841883,0.5755663554803063,14.0,,,,,,15.0,0.0,11.0,,,,,,17.581300225136456,23.482438510080318,3.552713678800501e-15,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,32,32,calibration,train,demand_surge,central_area,severe,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.35668104021893,16.634139934241492,0.041628990260474605,1.1703971265467377,1.2294390814017278,0.05044608664513186,1.1577290028029212,1.2079982519218235,0.04342056646866224,72.5196900189328,66.99062921823618,0.07624220124566373,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,23460.976247844537,24903.438981045212,-0.0614834914780326,0.051264482203630904,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S2_energy,33,33,calibration,train,link_failure,any_road,moderate,greedy:continuity_repair+redundant_overlay_line,greedy:continuity_repair+redundant_overlay_line,2,"[""continuity_repair"", ""redundant_overlay_line""]",True,,,18.443972142419746,17.859654135845247,0.03168070316212479,1.1003414463877732,1.216094038814711,0.1051969757268829,1.097713878141749,1.2022254785009419,0.09520841672887835,76.94563391941834,68.51085305741506,0.10962000613103846,0.8913015562373964,0.0,1.0,31799.24486837392,34469.45648440397,-0.08397091273968335,23184.129692960876,25178.75307780596,-0.08603399874228132,0.13285110306441147,,,,,,,,,,,,,,,0.0,0.8913015562373964,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,34,34,calibration,train,link_failure,any_road,moderate,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.78562822086469,17.11889572313423,0.037487149143728485,1.1976837951233477,1.2395365236811162,0.03494472307981608,1.1826665631101887,1.2185111137991766,0.030308247317590162,68.07606358671367,64.2065040148816,0.05684170570325526,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,23460.976247844537,24903.438981045212,-0.0614834914780326,0.021577817978147742,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S2_energy,35,35,calibration,train,demand_surge,peripheral_area,mild,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.891242908640876,17.238251517044638,0.03649782158403679,1.204402274955368,1.2420226997461263,0.031235763642303356,1.188806649266686,1.221099573812223,0.02716415202207765,66.9819610039053,63.521001166630036,0.05167002854803661,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,23460.976247844537,24903.438981045212,-0.0614834914780326,0.014268415061520573,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S2_energy,36,36,calibration,train,node_removal,central,mild,greedy:redundancy_restoration,greedy:redundancy_restoration,1,"[""redundancy_restoration""]",True,,,14.869692031998165,17.996680647310825,-0.2102927625255236,0.9544392790827934,1.2876482591704126,0.34911490693030756,0.9394220470696342,1.257724878866835,0.33882836025627866,46.53259575921185,58.3695556261788,-0.2543799604092286,24.01085700306829,0.0,1.0,31012.613342295343,34501.492536903825,-0.11249871644484441,22561.661793443007,24909.18684615574,-0.10404929717521882,0.2714747909844011,3.0,,,,,,15.0,0.0,5.0,,,,,,0.0,24.01085700306829,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,37,37,calibration,train,link_failure,any_road,mild,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.78562822086469,17.11889572313423,0.037487149143728485,1.1976837951233477,1.2395365236811162,0.03494472307981608,1.1826665631101887,1.2185111137991766,0.030308247317590162,68.07606358671367,64.2065040148816,0.05684170570325526,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,23460.976247844537,24903.438981045212,-0.0614834914780326,0.021577817978147742,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S2_energy,38,38,calibration,train,link_failure,any_road,moderate,greedy:continuity_repair+redundant_overlay_line,greedy:continuity_repair+redundant_overlay_line,2,"[""continuity_repair"", ""redundant_overlay_line""]",True,,,17.37745973592804,17.563198661049235,-0.010688496934749303,1.1268255616695044,1.3143332705145303,0.16640349245114258,1.1118083296563452,1.2916808475096953,0.16178374730197223,63.11955544683093,53.20651047140513,0.1570518820237272,6.869547376176433,0.0,1.0,31580.13276584268,35652.00468266353,-0.12893777068679763,23019.056591164026,26352.32785599529,-0.14480485990510814,0.1561287869585531,,,,,,,,,,,,,,,0.0,6.869547376176433,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,39,39,calibration,train,link_failure,any_road,mild,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.457126156700227,16.772651928034747,0.03920887221192309,1.1307350722247824,1.172587800782551,0.03701373521157441,1.116672629689895,1.1525171803788827,0.03209942622032558,64.46736191468928,60.5978023428572,0.06002354457985623,5.304364107755074,5.304364107755074,0.0,31696.385814671623,33413.495931205405,-0.054173688021520935,23394.714878807426,24837.1776120081,-0.06165763253252378,0.022575349845714937,,,,,,34.0,,,,,,,,,5.304364107755071,2.6645352591003757e-15,2.6645352591003757e-15,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S2_energy,40,40,calibration,train,link_failure,any_road,mild,greedy:continuity_repair+redundant_overlay_line,greedy:continuity_repair+redundant_overlay_line,2,"[""continuity_repair"", ""redundant_overlay_line""]",True,,,17.38693880322794,17.968918510394797,-0.033472235322920034,1.0074463530698285,1.2821032476542644,0.27262681903360736,0.9924291210566696,1.2625734479381017,0.2722051591894051,50.67388171218398,53.78257585159756,-0.06134706942464461,18.500013271742887,0.0,1.0,31892.23226243235,33860.43191425305,-0.06171407619337936,23266.78617364852,24871.145988979566,-0.06895493874216756,0.356636969206237,,,,,,,,,,,,,,,0.0,18.500013271742887,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S2_energy,41,41,calibration,train,link_failure,any_road,moderate,greedy:continuity_repair+redundant_overlay_line,greedy:continuity_repair+redundant_overlay_line,2,"[""continuity_repair"", ""redundant_overlay_line""]",True,,,17.86454101285631,18.277852570588674,-0.023135862121222244,0.9064397199590253,1.2273278754512291,0.35400937141932537,0.903812151713001,1.2143825738001235,0.3436227555676214,56.11955042509038,53.902165015829276,0.03951181704887177,20.956519618146853,0.0,1.0,31585.16642929102,34663.44990303433,-0.09745978323826754,23050.23426793652,25216.42523135148,-0.09397696085146466,0.41495560393432807,,,,,,,,,,,,,,,0.0,20.956519618146853,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
